Date,Open,High,Low,Close,Adj Close,Volume
2022-09-29,0.450594,0.502975,0.428528,0.485417,0.485417,3292742359
2022-09-30,0.485435,0.495987,0.472218,0.479774,0.479774,3780354931
2022-10-01,0.479822,0.483517,0.469607,0.475110,0.475110,1544057825
2022-10-02,0.475119,0.477434,0.448158,0.448850,0.448850,1524148633
2022-10-03,0.448868,0.467568,0.439548,0.462879,0.462879,1852548565
2022-10-04,0.462878,0.484598,0.452967,0.480174,0.480174,2192220219
2022-10-05,0.480121,0.499331,0.473405,0.489683,0.489683,2480530357
2022-10-06,0.489699,0.504087,0.489372,0.493184,0.493184,1913140571
2022-10-07,0.493277,0.521646,0.484205,0.518278,0.518278,2627481992
2022-10-08,0.518225,0.527902,0.514383,0.517113,0.517113,1771062053
2022-10-09,0.517149,0.541416,0.508167,0.534061,0.534061,1789206998
2022-10-10,0.534029,0.537319,0.497014,0.497014,0.497014,2359086772
2022-10-11,0.496661,0.500891,0.480910,0.485397,0.485397,2303743073
2022-10-12,0.485413,0.494735,0.483756,0.488370,0.488370,1375026360
2022-10-13,0.488353,0.489096,0.445024,0.480812,0.480812,2840221578
2022-10-14,0.480806,0.509537,0.479304,0.488966,0.488966,2184144921
2022-10-15,0.488957,0.489670,0.479980,0.481507,0.481507,842401177
2022-10-16,0.481530,0.487103,0.471813,0.477010,0.477010,1028960255
2022-10-17,0.477011,0.481262,0.465333,0.479918,0.479918,1476868338
2022-10-18,0.479918,0.483354,0.459844,0.465977,0.465977,1380317427
2022-10-19,0.465988,0.466391,0.450080,0.451227,0.451227,1434466929
2022-10-20,0.451223,0.463786,0.434426,0.448084,0.448084,1712992943
2022-10-21,0.448004,0.461098,0.437806,0.461098,0.461098,1644912255
2022-10-22,0.461087,0.470060,0.457287,0.465470,0.465470,884856882
2022-10-23,0.465490,0.471006,0.453438,0.469033,0.469033,950974305
2022-10-24,0.469037,0.470982,0.449691,0.453821,0.453821,1293537737
2022-10-25,0.453807,0.471014,0.445384,0.461544,0.461544,1605966218
2022-10-26,0.461466,0.470251,0.458092,0.469376,0.469376,1440473976
2022-10-27,0.469395,0.480456,0.460977,0.462407,0.462407,1694861069
2022-10-28,0.462427,0.474674,0.457785,0.473981,0.473981,1201992237
2022-10-29,0.473984,0.481666,0.467697,0.470416,0.470416,1404785407
2022-10-30,0.470407,0.472510,0.455642,0.458455,0.458455,964813817
2022-10-31,0.458401,0.466114,0.449523,0.465915,0.465915,1462007947
2022-11-01,0.465821,0.466401,0.455276,0.464577,0.464577,1273429763
2022-11-02,0.464525,0.465300,0.447824,0.450874,0.450874,1381853436
2022-11-03,0.450885,0.459362,0.450098,0.455135,0.455135,1086924485
2022-11-04,0.455141,0.505111,0.453997,0.504404,0.504404,2774226120
2022-11-05,0.504433,0.507103,0.492104,0.493330,0.493330,1216193223
2022-11-06,0.493325,0.494296,0.470479,0.470670,0.470670,940815148
2022-11-07,0.470684,0.479170,0.462160,0.465857,0.465857,1592938583
2022-11-08,0.465825,0.466629,0.362060,0.406242,0.406242,3984776863
2022-11-09,0.406253,0.409858,0.325815,0.333181,0.333181,3642933610
2022-11-10,0.333153,0.400451,0.331219,0.395705,0.395705,3104223968
2022-11-11,0.395649,0.397683,0.369292,0.384159,0.384159,1720205430
2022-11-12,0.384180,0.384180,0.361415,0.363677,0.363677,931936263
2022-11-13,0.363672,0.368759,0.335337,0.340296,0.340296,1064115311
2022-11-14,0.340330,0.377899,0.323959,0.376406,0.376406,2400878272
2022-11-15,0.376340,0.395937,0.368472,0.388521,0.388521,1966568664
2022-11-16,0.388532,0.390261,0.364856,0.376301,0.376301,1315104592
2022-11-17,0.376290,0.384786,0.370406,0.382544,0.382544,1326199204
2022-11-18,0.382543,0.386376,0.376023,0.383063,0.383063,945178987
2022-11-19,0.383056,0.387444,0.376906,0.384699,0.384699,571403780
2022-11-20,0.384697,0.393585,0.361042,0.361945,0.361945,1156162576
2022-11-21,0.361946,0.367196,0.347797,0.364799,0.364799,2153323835
2022-11-22,0.364724,0.377673,0.352447,0.376061,0.376061,1363821412
2022-11-23,0.376043,0.381789,0.369070,0.381581,0.381581,1100062349
2022-11-24,0.381579,0.403977,0.375442,0.401992,0.401992,1259638131
2022-11-25,0.401982,0.416910,0.390233,0.408412,0.408412,1269230070
2022-11-26,0.408410,0.412276,0.395086,0.396629,0.396629,614794664
2022-11-27,0.396606,0.407911,0.395971,0.396821,0.396821,630018233
2022-11-28,0.396801,0.398779,0.375520,0.390318,0.390318,1179083829
2022-11-29,0.390279,0.402976,0.384255,0.398549,0.398549,969049648
2022-11-30,0.398553,0.410814,0.395180,0.408743,0.408743,933343511
2022-12-01,0.408744,0.408981,0.395475,0.396708,0.396708,742091191
2022-12-02,0.396714,0.397586,0.385505,0.396273,0.396273,778302835
2022-12-03,0.396271,0.396418,0.387611,0.388147,0.388147,496500336
2022-12-04,0.388122,0.392824,0.387541,0.390735,0.390735,450960651
2022-12-05,0.390645,0.394603,0.383432,0.389584,0.389584,890179719
2022-12-06,0.389600,0.392260,0.381679,0.392094,0.392094,814317329
2022-12-07,0.392091,0.392091,0.376583,0.383721,0.383721,839949038
2022-12-08,0.383719,0.395014,0.383605,0.394545,0.394545,770396956
2022-12-09,0.394550,0.394929,0.386220,0.389153,0.389153,693718603
2022-12-10,0.389162,0.389317,0.386207,0.386698,0.386698,331624480
2022-12-11,0.386712,0.388534,0.380554,0.381749,0.381749,366643114
2022-12-12,0.381731,0.388752,0.372695,0.387394,0.387394,881038173
2022-12-13,0.387386,0.396085,0.379270,0.395102,0.395102,1137292765
2022-12-14,0.395101,0.395253,0.380863,0.386414,0.386414,893235466
2022-12-15,0.386387,0.386661,0.375375,0.378237,0.378237,739736057
2022-12-16,0.378214,0.379630,0.348126,0.351988,0.351988,1061370203
2022-12-17,0.351915,0.356418,0.348839,0.354810,0.354810,590468250
2022-12-18,0.354813,0.354960,0.348592,0.350270,0.350270,313888826
2022-12-19,0.350285,0.352553,0.334307,0.338870,0.338870,986711247
2022-12-20,0.338904,0.352822,0.337259,0.349373,0.349373,932296715
2022-12-21,0.349332,0.350151,0.339736,0.346020,0.346020,743732204
2022-12-22,0.345971,0.349790,0.342374,0.349600,0.349600,685101342
2022-12-23,0.349591,0.354546,0.347703,0.354273,0.354273,577979156
2022-12-24,0.354278,0.354302,0.351499,0.352179,0.352179,225391032
2022-12-25,0.352188,0.352188,0.344723,0.346392,0.346392,323700210
2022-12-26,0.346383,0.369103,0.345969,0.365723,0.365723,797909103
2022-12-27,0.365728,0.372270,0.359441,0.368126,0.368126,905248563
2022-12-28,0.368122,0.368543,0.356136,0.356531,0.356531,839617676
2022-12-29,0.356524,0.357225,0.338911,0.342846,0.342846,898022518
2022-12-30,0.342831,0.345313,0.335333,0.345017,0.345017,672119602
2022-12-31,0.345032,0.345100,0.339868,0.339929,0.339929,337167278
2023-01-01,0.339923,0.339923,0.336332,0.338763,0.338763,290828851
2023-01-02,0.338774,0.354105,0.321628,0.348556,0.348556,1325787126
2023-01-03,0.348544,0.351049,0.342010,0.343824,0.343824,811872325
2023-01-04,0.343831,0.350880,0.342839,0.347794,0.347794,803671745
2023-01-05,0.347793,0.348339,0.337517,0.338039,0.338039,669029812
2023-01-06,0.338041,0.345469,0.332831,0.344645,0.344645,741263420
2023-01-07,0.344638,0.345522,0.342009,0.344268,0.344268,334559534
2023-01-08,0.344266,0.345523,0.339230,0.345358,0.345358,515669684
2023-01-09,0.345347,0.356609,0.344290,0.349340,0.349340,1420062936
2023-01-10,0.349325,0.353811,0.345308,0.351241,0.351241,815342810
2023-01-11,0.351254,0.376026,0.348716,0.374158,0.374158,1498360174
2023-01-12,0.373827,0.378322,0.365869,0.375197,0.375197,1226464922
2023-01-13,0.375186,0.386446,0.370640,0.385804,0.385804,990539135
2023-01-14,0.385807,0.407890,0.385807,0.395443,0.395443,1601102466
2023-01-15,0.395469,0.396190,0.381052,0.384881,0.384881,829206058
2023-01-16,0.384878,0.405044,0.380864,0.386576,0.386576,1454332113
2023-01-17,0.386597,0.397535,0.380176,0.387711,0.387711,1025137174
2023-01-18,0.387690,0.395209,0.371321,0.379452,0.379452,1484076132
2023-01-19,0.379419,0.395209,0.377618,0.393785,0.393785,1108881766
2023-01-20,0.393754,0.413420,0.387017,0.413344,0.413344,1053958522
2023-01-21,0.413359,0.415881,0.403303,0.403533,0.403533,1037235129
2023-01-22,0.403573,0.411099,0.397903,0.400967,0.400967,780764704
2023-01-23,0.400960,0.431117,0.400433,0.424943,0.424943,1980513812
2023-01-24,0.424777,0.429545,0.405651,0.407707,0.407707,1265360172
2023-01-25,0.407745,0.423475,0.399544,0.417693,0.417693,1104907019
2023-01-26,0.417574,0.417764,0.407735,0.410103,0.410103,892174687
2023-01-27,0.410098,0.413231,0.400898,0.412791,0.412791,813986938
2023-01-28,0.412798,0.415514,0.407047,0.408134,0.408134,508978347
2023-01-29,0.408139,0.417136,0.407309,0.413764,0.413764,566580331
2023-01-30,0.413772,0.420374,0.391159,0.394591,0.394591,1240049824
2023-01-31,0.394561,0.410883,0.389683,0.406389,0.406389,1026848071
2023-02-01,0.406357,0.415450,0.398035,0.413892,0.413892,1066789793
2023-02-02,0.413832,0.418544,0.409509,0.409747,0.409747,996287377
2023-02-03,0.409741,0.413530,0.407402,0.412205,0.412205,848078651
2023-02-04,0.412120,0.419349,0.408319,0.411305,0.411305,583121354
2023-02-05,0.411269,0.411916,0.396308,0.398937,0.398937,758068911
2023-02-06,0.398970,0.403400,0.392227,0.392824,0.392824,950972502
2023-02-07,0.392827,0.404636,0.390936,0.403904,0.403904,1015414418
2023-02-08,0.403870,0.405261,0.395334,0.398052,0.398052,853007396
2023-02-09,0.398180,0.407077,0.389809,0.403498,0.403498,1126301056
